Distance,Value
0,ifinfo USER IFINFO_IFD_NAME IFD extensive
0.0,ifinfo USER IFINFO_IFD_NAME IFD extensive
0.0,ifinfo USER IFINFO_IFD_NAME IFD extensive
0.0,ifinfo USER IFINFO_IFD_NAME IFD extensive
0.0,ifinfo USER IFINFO_IFD_NAME IFD extensive
0.0,ifinfo USER IFINFO_IFD_NAME IFD extensive
0.0,ifinfo USER IFINFO_IFD_NAME IFD extensive
